업종명,업소명,소재지(도로명),소재지전화
일반음식점,불티나,경기도 하남시 수리북로 16-1  1층 (덕풍동),
일반음식점,지코바 미사1호점,경기도 하남시 미사강변중앙로 157  리버테라스 1층 103호 (망월동),031 -792 -9257
일반음식점,247숯불꼬치,경기도 하남시 하남대로 747  하남두산위브파크 1층 104호 (신장동),031 -793 -9247
일반음식점,두찜 하남미사점,경기도 하남시 미사강변중앙로 221  센트럴파크2 2층 205호 (망월동),
일반음식점,갑산면옥,경기도 하남시 월호로 62  2층 (덕풍동),031 -792 -7768
일반음식점,열정국밥,경기도 하남시 미사강변중앙로111번안길 11  1층 일부 호 (풍산동),
일반음식점,형제 특수부위 미사점,경기도 하남시 미사강변중앙로204번길 45  성산타워플러스 1층 102  103호 (망월동),
일반음식점,화로 부산양곱창,경기도 하남시 신장로 200  1층 (덕풍동),
일반음식점,하남신쭈꾸미,경기도 하남시 신평로61번길 7  1층 (신장동),031 -792 -4763
일반음식점,홍대쌀국수(미사강변점),경기도 하남시 미사강변대로226번길 26  미사원프라자 1층 102호 (망월동),
일반음식점,참나무 장작 누룽지 통닭구이,경기도 하남시 미사강변중앙로 173  미사 리버에비뉴 1층 119-1  119-2  120호 (망월동),
일반음식점,목동포차,경기도 하남시 아리수로 570  미사역 효성해링턴 타워 더 퍼스트 1층 1020호 (망월동),
일반음식점,벨로파크(Velo Park),경기도 하남시 검단산로 349-9  1  2층 (창우동),
일반음식점,더원 스크린,경기도 하남시 미사강변중앙로 218  성산타워 3층 306호 (망월동),031 -796 -0258
일반음식점,두부자통닭,경기도 하남시 신장로 161  1층 (덕풍동),
일반음식점,일타포차,경기도 하남시 미사강변한강로158번길 39  제이제이빌딩 1층 101호 (망월동),
일반음식점,NCJ유투브카페,경기도 하남시 미사강변중앙로 164  미타워 5층 502호 (망월동),
일반음식점,미락,경기도 하남시 미사강변중앙로170번길 12  8층 802호 (망월동),
일반음식점,램프리,경기도 하남시 미사강변중앙로 218  성산타워 3층 305호 (망월동),
일반음식점,어빌리지 커피,경기도 하남시 미사강변중앙로 193  에코브리지 1층 114호 (망월동),
일반음식점,그래도 참치,경기도 하남시 미사강변대로226번길 64  라임프라자 102호 (망월동),
일반음식점,나진국밥 하남미사점,경기도 하남시 미사강변중앙로 174  해링턴타워 레이크파크 1층 102호 (망월동),
일반음식점,알볼로피자,경기도 하남시 미사강변중앙로111번안길 16  1층 102호 (풍산동),031 -795 -8495
일반음식점,델리퀸 하남미사점,경기도 하남시 미사강변대로226번길 48  A+구산프라자 1층 106 107호 (망월동),031 -794 -4445
일반음식점,펀비어킹,경기도 하남시 미사강변대로34번길 106  한강프라자 203 204호 (풍산동),
일반음식점,포차전,경기도 하남시 아리수로 570  미사역 효성해링턴 타워 더 퍼스트 1층 1062 1063호 (망월동),
일반음식점,촌놈집,경기도 하남시 미사강변대로 70  해오름프라자 2층 201~205호 (풍산동), 031- 792-3591
일반음식점,훠궈야 스타필드 하남점,경기도 하남시 미사대로 750  스타필드 하남 지하1층 지250호 (신장동), 031-8072-8500
일반음식점,피카소 카페,경기도 하남시 미사강변동로84번길 20  퀸즈파크 미사1차 116호 (망월동),
일반음식점,(주)올킹 자작나무갈비 하남 미사점,경기도 하남시 미사동로 72 (미사동),031 -765 -7677
일반음식점,사미반점 신장점,경기도 하남시 신평로61번길 9  2층 (신장동), 031- 796-3255
일반음식점,용브라더 키친,경기도 하남시 천현로 31-1  1층 (신장동),
일반음식점,미사동커피,경기도 하남시 미사강변서로 65  1층 107호 (풍산동  미사강변제일풍경채),
일반음식점,곱돌&곱순,경기도 하남시 하남대로 747  하남두산위브파크 132호 (신장동),
일반음식점,가마치통닭 하남고점,경기도 하남시 미사강변남로 31  광장프라자 1층 105호 (망월동),
일반음식점,바비레드 하남,경기도 하남시 미사대로 750  스타필드 하남 지하1층 (신장동),031 -8072-1519
일반음식점,거궁 하남점&갤러리커피,경기도 하남시 미사대로 456  라파르코 4층 410~417호 (망월동),031 -796 -8123
일반음식점,초장집,경기도 하남시 미사강변중앙로 218  성산타워 106 107호 (망월동),
일반음식점,미사힐링스파식당,경기도 하남시 미사강변중앙로170번길 10  신성프라자  I 9층 (망월동),
일반음식점,소담촌 하남미사점,경기도 하남시 미사강변중앙로 218  성산타워 3층 303 304호 (망월동),031 -794 -2770
일반음식점,커피볶는아침,경기도 하남시 덕풍북로 267  1층 (덕풍동),
일반음식점,미사생고기 무한리필,경기도 하남시 미사강변중앙로 219  레이크힐 2층 201 202호 (망월동),
일반음식점,곱분이곱창,경기도 하남시 미사강변남로 87  스타파크 1층 109호 (망월동),
일반음식점,오규당×오니기리봉봉 신세계하남점,경기도 하남시 미사대로 750  스타필드 하남 신세계백화점 지하2층 (신장동),
일반음식점,푼타하우스,경기도 하남시 서하남로451번길 13-66  2층 (춘궁동),
일반음식점,명륜진사갈비 하남미사점,경기도 하남시 미사강변중앙로 221  센트럴파크2 2층 207 208호 (망월동),031 -725 -2005
일반음식점,처갓집양념치킨 창우점,경기도 하남시 대청로 119-1  부영아파트상가동 1층 119호 (창우동),031 -795 -9253
일반음식점,이진항,경기도 하남시 미사강변중앙로 220  우성미사타워 2층 204-1호 (망월동),
일반음식점,우렁각시찬방,경기도 하남시 수리북로 14  지하1층 (덕풍동),
일반음식점,역전할머니맥주미사신도시점,경기도 하남시 미사강변중앙로170번길 10  신성프라자  I 1층 110 111호 (망월동),031 -796 -4770
일반음식점,충무손칼국수,경기도 하남시 미사강변대로54번길 91  센타프라자 2층 203호 (풍산동),
일반음식점,미미곱창,경기도 하남시 미사강변중앙로 193  에코브리지 1층 120 121 122호 (망월동),
일반음식점,일삼백 하남미사점,경기도 하남시 미사강변남로 87  스타파크 1층 101호 102호 (망월동),031 -791 -0518
일반음식점,파주닭국수 하남미사점,경기도 하남시 미사강변중앙로 226  우성르보아파크 1층 130호 (망월동),
일반음식점,선비다이닝 하남미사점,경기도 하남시 미사강변중앙로204번길 11  미사마들렌오피스텔 2층 206 207호 (망월동),031 -796 -8285
일반음식점,처갓집양념치킨 미사역점,경기도 하남시 미사강변중앙로 173  미사 리버에비뉴 1층 122호 (망월동),
일반음식점,족발보쌈전문 하남집,경기도 하남시 대성로319번길 22  1층 (덕풍동),
일반음식점,옥희네국밥,경기도 하남시 수리북로 7  1층 (덕풍동),
일반음식점,??돈까스 하남덕풍점,경기도 하남시 신장로 141  1층 (덕풍동),
일반음식점,하남고깃집,경기도 하남시 하남대로761번길 10  1층 (신장동),
일반음식점,존케이지 빌리어즈,경기도 하남시 미사강변중앙로 164  미타워 5층 504호 (망월동),
일반음식점,달수네 꾸지뽕닭한마리,경기도 하남시 수리북로 5-5  1층 (덕풍동),
일반음식점,원데이노마드,경기도 하남시 미사강변한강로 290-3  미사강변도시씨3단지 상가동 2층 229호 (망월동),
일반음식점,골뱅이 신사 in 미사,경기도 하남시 미사강변중앙로170번길 10  신성프라자  I 1층 105호 (망월동),
일반음식점,유가네식당,경기도 하남시 초광로 112  1층 (광암동),02  -429 -8404
일반음식점,반올림 피자샵 하남점,경기도 하남시 덕풍북로259번길 46  1층 (덕풍동),
일반음식점,김떡순,경기도 하남시 수리북로 27  1층 (덕풍동),
일반음식점,혼밥돼지,경기도 하남시 미사강변동로 125  미사푸르지오시티 A동 1층 112호 (망월동),031 -792 -2234
일반음식점,하루(HARU),경기도 하남시 미사강변남로 29  마인드 프라자 1층 1호 (망월동),
일반음식점,넘버원(No.1)돈까스,경기도 하남시 조정대로 150  아이테코 1층 R110호 (덕풍동),
일반음식점,행복짜장,경기도 하남시 역말로 27  1층 (덕풍동),
일반음식점,안녕숯불&올리브도시락 하남미사점,경기도 하남시 미사강변대로 76  미사베스트프라자 2층 206호 (풍산동),
일반음식점,오마이그린,경기도 하남시 미사강변한강로 290-3  미사강변도시씨3단지 1층 103호 (망월동),
일반음식점,진스시,경기도 하남시 미사강변남로 87  스타파크 1층 115호 (망월동),
일반음식점,육미육가,경기도 하남시 미사강변한강로 290-3  미사강변도시씨3단지 1층 117호 (망월동),
일반음식점,강촌식당 하남미사점,경기도 하남시 조정대로 45  미사센텀비즈 지하1층 알비118 119호 (풍산동),031 -5175-3678
일반음식점,최고집 평양만두,경기도 하남시 미사강변중앙로111번길 62  1층 (풍산동),
일반음식점,초밥에미친남자김영태스시,경기도 하남시 미사강변북로30번길 117  1층 (망월동),
일반음식점,치킨연맹 하남점,경기도 하남시 대청로 15  오피스텔트레벨 1층 112호 (신장동),
일반음식점,일품훠궈,경기도 하남시 미사강변동로 127  2층 204호 (망월동),031 -8027-8867
일반음식점,일품양,경기도 하남시 위례대로 190  위례 효성해링턴 타워 1층 103 104호 (학암동),
일반음식점,동내축산,경기도 하남시 미사강변중앙로 173  미사 리버에비뉴 1층 116 117 118호 (망월동),
일반음식점,원할머니보쌈 미사 강변배달점,경기도 하남시 미사강변중앙로 193  에코브리지 1층 103호 (망월동),
일반음식점,비늄(VINUM) 776,경기도 하남시 하남대로776번길 9  1 2층 (신장동),
일반음식점,홍콩반점0410 미사강변중앙점,경기도 하남시 미사강변중앙로 226  우성르보아파크 2층 214호 (망월동),031 -795 -0410
일반음식점,오봉도시락,경기도 하남시 미사강변한강로 290-3  미사강변도시씨3단지 상가동 1층 125호 (망월동),
일반음식점,제이에이치(JH)하오란,경기도 하남시 아리수로 570  미사역 효성해링턴 타워 더 퍼스트 2층 2061호 (망월동),
일반음식점,신(辛)소반 닭발.쭈꾸미,경기도 하남시 미사강변중앙로 218  성산타워 1층 101호 (망월동),
일반음식점,라무진 미사점,경기도 하남시 미사강변중앙로 226  우성르보아파크 2층 207호 (망월동),
일반음식점,교동전선생 하남미사점,경기도 하남시 미사강변중앙로 220  우성미사타워 1층 114호 (망월동),
일반음식점,콘타이,경기도 하남시 위례대로 200  스타필드시티 위례점 4층 4105호 (학암동),
일반음식점,부엉이 돈가스 위례스타필드점,경기도 하남시 위례대로 200  스타필드시티 위례점 PK키친 지하1층 207호 (학암동),031 -8097-1063
일반음식점,이찬스 타쿠미주방 위례점,경기도 하남시 위례대로 200  스타필드시티 위례점 PK키친내 지하1층 B208호 (학암동),
일반음식점,한옥집김치찜 스타필드 위례점,경기도 하남시 위례대로 200  스타필드시티 위례점 PK키친 지하1층 212호 (학암동),02  -312 -5573
일반음식점,구름식탁 스타필드시티 위례점,경기도 하남시 위례대로 200  스타필드시티 위례점 4층 4101호 (학암동),031 -8097-1442
일반음식점,성목초밥,경기도 하남시 대청로116번길 59-1  꿈동산신안아파트 주상가동 지하 1층 10 11호 (창우동),
일반음식점,차이린 스타필드위례점,경기도 하남시 위례대로 200  스타필드시티 위례점 4층 4107호 (학암동),
일반음식점,쉐프밀,경기도 하남시 위례대로 200  스타필드시티 위례점 PK키친 지하1층 (학암동),
일반음식점,한우리 위례점,경기도 하남시 위례대로 200  스타필드시티 위례점 4층 4102호 (학암동),02  -512 -3103
일반음식점,(주)캘리스코 사보텐 스타필드 위례점,경기도 하남시 위례대로 200  스타필드시티 위례점 4층 4104호 (학암동),031 -8097-1450
일반음식점,주식회사 갓텐코리아-갓텐 익스프레스 스타필드시티 위례점,경기도 하남시 위례대로 200  스타필드시티 위례점 4층 4106호 (학암동),
일반음식점,제주오전복,경기도 하남시 위례대로 200  스타필드시티 위례점 4층 4103호 (학암동),02  -3444-9996
일반음식점,시엔,경기도 하남시 미사강변북로30번안길 11  1층 (망월동),
일반음식점,응급실국물떡볶이 하남미사점,경기도 하남시 미사강변남로 45  골든브릿지 1층 101호 (망월동),031 -792 -2378
